,index,name,id,mean_shear,time_before_tcg,mean_shear_hu,time_before_hu,lat,final_inten,mean_shear_max,time_ts_max,mean_shear_cat1,time_ts_cat1,E_MPI,distance
60,13,2008_NURI,"['wp132008', 'WP_13']",9.733183666666664,36,16.4520345,24,15.9,100.0,17.918615875,96,9.098622,24,74.01411962504524,1283.6843169405768
61,14,2008_RAMMASUN,"['wp032008', 'WP_03']",5.803606499999999,24,5.004364,36,8.2,135.0,5.237174375,96,5.2696336666666665,36,73.00305366844691,584.2425492982461
62,15,2008_NAKRI,"['wp062008', 'WP_06']",5.657709999999999,42,2.8012014999999977,24,14.4,125.0,4.778407,84,7.363941499999999,24,70.56805986023542,1301.5568358838534
63,19,2008_SINLAKU,"['wp152008', 'WP_15']",4.681615000000001,24,3.0949564999999986,24,16.3,125.0,5.502929999999998,84,4.681615000000001,24,76.1642033727401,312.8519370446229
64,21,2008_HAGUPIT,"['wp182008', 'WP_18']",10.3243815,48,7.991203799999999,60,14.1,125.0,9.394157333333332,144,9.6463034,60,73.93829452217614,835.8947468017205
65,4,2009_VAMCO,"['wp112009', 'WP_11']",3.78604375,48,5.799664333333332,36,14.0,120.0,7.309040181818181,132,3.177742,36,67.47929673231701,2107.827846329026
66,5,2009_PARMA,"['wp192009', 'WP_19']",8.410904666666665,36,11.762255,36,9.2,135.0,14.270808250000002,96,8.410904666666665,36,72.81753423068648,1283.1316775810883
67,7,2009_KUJIRA,"['wp012009', 'WP_01']",1.208629750000001,48,3.063037666666665,36,13.4,115.0,10.060478875,96,1.216577666666667,36,70.47269490637478,27.030649323938025
68,12,2009_NIDA,"['wp262009', 'WP_26']",3.0518469999999995,48,2.5372035000000004,24,8.3,155.0,4.825991555555556,108,2.2480265,24,75.78730912153947,1145.1287592844496
69,16,2009_LUPIT,"['wp222009', 'WP_22']",9.820674333333333,36,6.41744,36,11.5,140.0,5.9771196363636365,132,9.820674333333333,36,75.59060415787629,1577.067584060316
70,18,2009_MELOR,"['wp202009', 'WP_20']",7.511327666666666,36,5.338303666666666,36,10.9,150.0,6.174869583333333,144,7.511327666666666,36,69.87021999565455,1698.7378407635656
71,20,2009_CHOI-WAN,"['wp152009', 'WP_15']",5.992449000000001,36,7.969763499999999,24,15.5,140.0,5.895971888888889,108,5.343517500000001,24,70.71946832550547,2005.786795031614
72,2,2010_KOMPASU,"['wp082010', 'WP_08']",8.448546,24,6.231776666666666,36,19.5,105.0,9.235114222222224,108,8.255252666666667,36,70.13203760796485,1283.7271623344852
73,8,2010_CHABA,"['wp162010', 'WP_16']",6.744512666666666,108,3.77746,24,16.6,115.0,11.478101083333334,144,5.7860575,24,74.48068030337423,784.0997494536839
74,12,2010_MEGI,"['wp152010', 'WP_15']",9.087177,48,8.818092333333334,36,11.8,160.0,7.118700583333333,144,9.493856,36,77.05719188788991,1528.5776821676768
75,0,2011_MA-ON,"['wp082011', 'WP_08']",5.327367333333334,36,5.903432333333332,36,19.0,115.0,9.162991454545454,132,5.327367333333334,36,70.31146823570816,2316.8214457893996
76,5,2011_NANMADOL,"['wp142011', 'WP_14']",7.284589499999999,24,8.455667333333333,36,15.7,140.0,8.046349625,96,7.094983999999999,36,73.32482536752609,333.16700089878384
77,7,2011_SONGDA,"['wp042011', 'WP_04']",5.365771666666666,36,6.128415599999999,60,9.2,140.0,5.957879230769231,156,5.663595999999999,60,75.02084959217065,973.2444450643343
78,12,2011_NALGAE,"['wp222011', 'WP_22']",5.018352333333333,36,2.9290040000000004,36,19.0,130.0,8.578256000000001,108,5.018352333333333,36,71.38997306529471,909.4871123477122
79,13,2011_NESAT,"['wp202011', 'WP_20']",3.896488,24,5.466996333333333,36,13.7,115.0,7.521214874999998,96,3.5376236666666663,36,75.8826290546364,1190.5292915162463
80,1,2012_GUCHOL,"['wp052012', 'WP_05']",9.044449,48,9.8546024,60,9.6,130.0,9.417229,168,9.1862144,60,,1010.2470252878462
81,4,2012_SON-TINH,"['wp242012', 'WP_24']",3.979400666666667,36,6.277938166666666,72,9.7,105.0,7.589942099999999,120,5.1174151666666665,72,76.12786779586945,61.184965155729685
82,9,2012_SANBA,"['wp172012', 'WP_17']",4.477131,24,4.788434999999999,36,10.8,155.0,4.929371999999999,84,4.563095666666666,36,80.05370249108559,884.3466123938109
83,11,2012_MAWAR,"['wp042012', 'WP_04']",5.710393333333335,36,3.251498666666668,36,14.9,105.0,6.377668625,96,5.710393333333335,36,60.947257597671125,185.2655896145071
84,14,2012_BOPHA,"['wp262012', 'WP_26']",0.714777999999999,12,3.2156739999999995,84,4.3,150.0,4.496002533333333,180,2.707079999999999,84,,948.647188464644
85,16,2012_BOLAVEN,"['wp162012', 'WP_16']",2.2358185,48,4.123353333333333,36,17.5,125.0,5.940095461538461,156,2.3486153333333326,36,72.39334372263949,1654.0916308666606
86,19,2012_PRAPIROON,"['wp222012', 'WP_22']",6.105881666666666,36,3.965921,36,17.9,105.0,4.56224018181818,132,6.105881666666666,36,76.6700946102422,1589.3926702019276
87,22,2012_TEMBIN,"['wp152012', 'WP_15']",3.907933,12,1.589176,24,17.7,120.0,4.6849722,120,3.307833499999999,24,71.65829499420252,452.3920494941123
88,24,2012_JELAWAT,"['wp182012', 'WP_18']",5.890588500000001,48,7.035660750000001,48,13.4,140.0,4.650459166666667,144,5.890588500000001,48,78.78052040874604,580.6640918233913
89,3,2013_NARI,"['wp242013', 'WP_24']",9.1020555,24,10.591813,24,14.5,100.0,13.0498175,72,9.1020555,24,82.83666424772123,462.41981003098783
90,4,2013_UTOR,"['wp112013', 'WP_11']",5.129750333333333,36,6.410954499999999,24,13.6,130.0,8.356331999999997,84,5.037554500000001,24,72.88587331076842,698.0139012869431
91,7,2013_USAGI,"['wp172013', 'WP_17']",2.020016666666665,36,2.2026280000000007,24,17.4,135.0,5.335178999999998,84,2.9610499999999984,24,70.6402320331373,812.7353573391298
92,8,2013_HAIYAN,"['wp312013', 'WP_31']",5.840039749999999,48,12.035409,24,6.1,170.0,12.939564,132,6.475427999999999,24,76.2299095670842,958.3426077586477
93,12,2013_SOULIK,"['wp072013', 'WP_07']",5.809328999999998,48,6.016864999999999,24,19.1,125.0,6.896604,96,5.092108999999997,24,64.78224169602137,1872.6521039421646
94,13,2013_DANAS,"['wp232013', 'WP_23']",5.147299333333333,36,6.307568,36,16.8,120.0,11.335144555555557,108,5.147299333333333,36,72.26882270090692,2029.3074112631973
95,14,2013_FRANCISCO,"['wp262013', 'WP_26']",9.075732,24,0.8780600000000014,12,11.5,140.0,3.5441727499999995,96,13.280625,12,76.70018131260925,1599.4014399150014
96,15,2013_KROSA,"['wp292013', 'WP_29']",9.825761,48,7.840434999999999,24,16.3,105.0,7.3241129,120,11.109127,24,79.42929341752051,0.0
97,21,2013_WIPHA,"['wp252013', 'WP_25']",9.574479666666669,36,7.78950475,48,13.5,120.0,7.426210777777778,108,9.78017175,48,71.26768904646859,1754.9912263312774
98,22,2013_WUTIP,"['wp202013', 'WP_20']",4.316900999999999,36,3.439451,36,16.8,100.0,7.691758999999999,84,4.316900999999999,36,81.72706906589342,387.7860313667033
99,23,2013_LEKIMA,"['wp282013', 'WP_28']",4.268323333333331,36,4.918526499999999,24,10.9,140.0,7.961315999999998,84,4.006741499999999,24,71.5250021328765,1809.942745503106
100,2,2014_NEOGURI,"['wp082014', 'WP_08']",6.2429673333333335,36,8.5641405,24,11.3,140.0,9.096248222222222,108,6.183962000000001,24,70.85034608475767,1604.0050792626603
101,4,2014_HALONG,"['wp112014', 'WP_11']",3.1201355,24,10.168824875,96,12.0,140.0,10.008118,144,7.81392075,96,70.74953131574159,1572.334740299813
102,5,2014_VONGFONG,"['wp192014', 'WP_19']",2.444244666666665,36,7.665898749999999,48,8.1,155.0,8.907172583333333,144,2.4818859999999985,48,78.92274111838536,1467.928946133687
103,7,2014_RAMMASUN,"['wp092014', 'WP_09']",9.619496666666668,72,10.7600545,48,13.6,140.0,11.908037225806453,186,9.27964375,48,71.65638090912152,1759.2943699750956
104,14,2014_HAGUPIT,"['wp222014', 'WP_22']",5.9752815,24,7.017157999999999,36,4.9,155.0,7.782446999999999,96,5.737607,36,,
105,15,2014_NURI,"['wp202014', 'WP_20']",3.9458286666666673,36,4.680852000000002,24,12.8,155.0,4.625820625,96,3.898777000000001,24,77.00698357613432,874.2853397933025
106,19,2014_PHANFONE,"['wp182014', 'WP_18']",4.260947666666667,36,7.9933402,60,12.7,135.0,8.288785538461537,156,5.2460824,60,76.5681645227662,1732.6128249370206
107,0,2015_HIGOS,"['wp022015', 'WP_02']",5.561735499999999,24,4.2319028,30,11.6,130.0,6.698442,84,5.1987764,30,72.86499442067895,1783.517445268383
108,5,2015_IN-FA,"['wp272015', 'WP_27']",7.057596999999998,12,7.5218825,24,4.4,120.0,5.909197222222222,108,7.5665179999999985,24,77.804074123345,1172.7183542271898
109,6,2015_NANGKA,"['wp112015', 'WP_11']",1.8470699999999989,12,5.0567058000000005,60,9.7,135.0,4.894550692307693,156,4.3465054,60,73.70734113621396,2281.2911729834336
110,8,2015_ATSANI,"['wp172015', 'WP_17']",2.818369000000001,24,4.820226666666664,36,14.8,140.0,5.14649009090909,132,3.231152,36,66.62276566731751,2298.056574383444
111,12,2015_DOLPHIN,"['wp072015', 'WP_07']",3.92529125,48,9.18679088888889,108,3.8,140.0,8.19069015,240,8.586564222222222,108,72.93864694356517,1330.6139845750533
112,14,2015_SOUDELOR,"['wp132015', 'WP_13']",2.196524,12,5.729595499999999,72,13.6,155.0,6.9219356,120,4.2562425,72,66.79393572834181,2061.120310372951
113,17,2015_NOUL,"['wp062015', 'WP_06']",5.454533999999997,24,3.3673475,48,9.5,140.0,7.3081662,180,4.732354499999999,48,71.16331442594424,1179.8115197271247
114,18,2015_MUJIGAE,"['wp222015', 'WP_22']",9.306158,60,5.218004,36,16.6,115.0,6.1805285,72,11.376685666666663,36,,
115,20,2015_KROVANH,"['wp202015', 'WP_20']",6.276030666666667,36,3.502271333333334,36,18.1,100.0,6.427794999999999,84,6.276030666666667,36,63.75813544507827,2157.2220565533335
116,21,2015_MELOR,"['wp282015', 'WP_28']",7.1068105,24,5.091600333333333,36,9.9,125.0,4.649133,84,6.451520666666667,36,70.7532099083892,1089.8216294536855
117,0,2016_NEPARTAK,"['wp022016', 'WP_02']",2.227425499999999,24,6.398364999999999,36,10.1,155.0,8.542722,84,2.7830166666666663,36,77.44859668755595,1362.7458641371916
118,3,2016_CHABA,"['wp212016', 'WP_21']",5.269481066666667,90,5.334285199999999,60,13.9,150.0,9.427729333333334,144,5.8618234000000005,60,,
119,4,2016_SARIKA,"['wp242016', 'WP_24']",2.1385359999999984,12,3.014459999999998,24,13.8,115.0,4.961635999999999,60,2.6257114999999978,24,76.06963871771481,304.314844008964
120,15,2016_MERANTI,"['wp162016', 'WP_16']",3.268030333333332,36,6.880835333333334,36,14.5,170.0,6.2517164,120,3.268030333333332,36,67.93155107028694,1496.9169388029743
121,16,2016_NOCK-TEN,"['wp302016', 'WP_30']",10.360624,36,9.74545525,48,6.9,140.0,7.1245121,120,11.066399,48,75.30708821280683,1004.4816658471433
122,19,2016_HAIMA,"['wp252016', 'WP_25']",5.560590999999999,12,4.9665955,24,9.1,145.0,6.802087375000001,96,5.762404500000001,24,76.25815686420779,1230.3309824677854
123,20,2016_MEGI,"['wp202016', 'WP_20']",6.486491499999998,24,7.1312265,24,16.4,120.0,7.374581111111111,108,6.486491499999998,24,71.72895554288365,1619.3159471700046
124,24,2016_MALAKAS,"['wp182016', 'WP_18']",4.944087,12,6.252059749999999,48,12.9,115.0,8.9802807,120,5.862166749999999,48,71.6133935619888,1705.8533298799473
125,6,2017_BANYAN,"['wp142017', 'WP_14']",7.95107,24,5.205287333333334,36,17.0,110.0,4.9794902,60,7.268947999999999,36,61.14209603742093,2882.4571327448525
126,19,2017_LAN,"['wp252017', 'WP_25']",4.261201999999999,24,5.995310250000001,48,10.2,135.0,6.159604692307692,156,6.0008420000000005,48,75.61598812484225,699.117252773486
127,20,2017_TALIM,"['wp202017', 'WP_20']",6.4964105,24,11.506955199999998,60,15.5,120.0,9.0717644,120,8.848358000000001,60,72.60291585448606,1974.220306529182
128,12,2018_YUTU,"['wp312018', 'WP_31']",4.628968,36,6.4128620000000005,24,9.2,150.0,7.689456375000001,96,4.364588499999998,24,77.32780874375567,1658.8259015129745
129,16,2018_CIMARON,"['wp232018', 'WP_23']",8.326720333333334,36,7.503761249999999,48,13.8,115.0,9.786154363636363,132,8.0521675,48,77.48552998589248,1887.0726996980663
130,17,2018_MANGKHUT,"['wp262018', 'WP_26']",7.762990499999999,24,6.612767999999999,36,13.1,155.0,7.641500090909091,132,7.196462999999999,36,73.34160845144862,2303.6251555596755
131,21,2018_SOULIK,"['wp222018', 'WP_22']",6.484584,24,7.192647999999998,24,15.3,105.0,5.007416,84,6.484584,24,71.37236983752707,1947.2655291413716
132,22,2018_JEBI,"['wp252018', 'WP_25']",6.609716000000001,24,6.613276666666665,36,15.4,155.0,6.091045555555555,108,6.699750000000001,36,73.84721132930562,2081.5211751279935
133,24,2018_TRAMI,"['wp282018', 'WP_28']",6.092783500000001,24,5.236061666666667,36,15.0,140.0,4.534186444444444,108,5.866808333333334,36,74.0790239994615,1923.8569866547552
134,27,2018_MARIA,"['wp102018', 'WP_10']",3.4329655,24,6.431428333333332,36,11.6,145.0,6.998915363636365,132,3.893436,36,73.74367095481058,1501.3859104412509
135,0,2019_WUTIP,"['wp022019', 'WP_02']",9.347105666666666,36,14.434026666666668,36,4.7,145.0,9.625854999999998,120,9.347105666666666,36,74.90494150523688,931.9088051501265
136,4,2019_HALONG,"['wp242019', 'WP_24']",7.677915999999998,24,9.333117333333332,36,13.2,165.0,8.308961882352941,102,7.726747999999998,36,71.40260805260951,2154.754772842813
137,6,2019_KROSA,"['wp112019', 'WP_11']",9.09576075,48,6.067223000000002,24,17.8,100.0,4.539697,108,11.6291115,24,59.86519958444633,1845.5740575706523
138,8,2019_FAXAI,"['wp142019', 'WP_14']",6.036811999999999,84,6.829351,84,16.8,115.0,10.92487406060606,198,6.036811999999999,84,76.96433526876217,2585.1233296945425
139,13,2019_BULBUL:MATMO,"['wp232019', 'WP_23']",5.661307000000001,36,8.351475444444441,216,13.1,105.0,8.796124291666667,288,7.758666833333333,216,76.24077220420183,271.8709814656759
140,15,2019_KAMMURI,"['wp292019', 'WP_29']",9.588467999999995,24,14.046676999999995,36,11.0,120.0,10.811339,168,10.652853,36,74.3393769250182,1507.4786466182588
141,18,2019_PHANFONE,"['wp302019', 'WP_30']",10.652598666666668,72,13.315214333333332,36,7.6,105.0,8.58151609090909,132,9.242829,36,,1037.8391292958797
142,20,2019_BUALOI,"['wp222019', 'WP_22']",8.232617,48,4.217711000000001,24,10.6,140.0,6.484002666666667,126,9.020796,24,78.2827955812235,1864.3445349239366
143,22,2019_HAGIBIS,"['wp202019', 'WP_20']",3.5368606666666658,36,6.876766,24,15.1,160.0,8.917663833333332,72,3.1205169999999978,24,83.3991467844549,2043.69828356564
144,25,2019_LINGLING,"['wp152019', 'WP_15']",3.8922914999999993,72,4.854816,24,16.7,120.0,8.942068272727273,132,1.2958024999999989,24,67.69210173973323,227.76460722474536
145,3,2020_MOLAVE,"['wp212020', 'WP_21']",10.8607705,72,7.975485999999998,24,13.3,105.0,15.02704722222222,108,13.509524999999998,24,79.18219913328268,190.74371265719316
146,9,2020_VONGFONG,"['wp012020', 'WP_01']",5.94548211111111,108,5.9569695,24,11.3,100.0,9.396754210526314,114,4.136069999999998,24,65.9495721011729,138.99365830569843
147,18,2020_GONI,"['wp222020', 'WP_22']",3.846021,84,4.2966815,24,16.6,170.0,7.860449076923079,156,5.564405999999998,24,,
148,19,2020_VAMCO,"['wp252020', 'WP_25']",5.3784247500000015,48,3.820950999999999,24,13.3,115.0,5.405840727272727,132,6.180147000000002,24,78.92004425420087,26.81986245322823
149,11,2000_CARLOTTA,"['ep032000', 'EP_03']",7.912665666666666,36,8.502973333333335,36,12.9,135.0,9.685151,84,7.912665666666666,36,76.00799137521321,251.6301251336584
150,12,2000_DANIEL,"['ep062000', 'EP_06']",9.04216,36,8.781595500000002,24,10.9,110.0,7.119836000000001,84,9.6254735,24,79.13140757716178,999.3874186201701
151,3,2001_JULIETTE,"['ep112001', 'EP_11']",5.223344999999998,12,5.32844825,48,13.0,125.0,5.80303425,96,5.43145325,48,82.96369125036298,247.07287725265215
152,5,2001_ADOLPH,"['ep012001', 'EP_01']",7.7584125,24,4.553431000000002,24,13.6,125.0,3.784981,84,7.7584125,24,67.39288999526862,376.9837889528314
153,2,2002_FAUSTO,"['ep082002', 'EP_08']",5.392730999999998,12,7.217827,24,12.8,125.0,7.043990166666667,72,6.003893999999999,24,77.99870313910355,826.33882213371
154,3,2002_KENNA,"['ep142002', 'EP_14']",4.949428000000001,12,5.745237,36,11.5,145.0,5.9966455,72,5.532868666666666,36,,596.2657708298443
